,MergedDB EdgeId,Merge DB Source Node ID,Merge DB Target Node ID,Old Edge Id List,Source Label,Target Label
2138,2138,3002,15601,[2224],saucisses de strasbourg,meat part of animal
2139,2139,3002,15584,[2225],saucisses de strasbourg,smoked or smoke-flavored
2140,2140,3002,15580,[2226],saucisses de strasbourg,flavoring; spice or herb added
2141,2141,286,15560,"[2228, 2455, 4495, 9467, 14634, 15067, 15466, 16548, 27218, 37122]",clam (raw),fully heat-treated
2142,2142,286,9358,[2230],clam (raw),boiling
2143,2143,286,15576,"[2231, 3423, 8594, 10606, 13362, 38966]",clam (raw),preservation by freezing
2144,2144,350,15582,[2232],caramel hard,whole; shape achieved by forming
2145,2145,350,15560,[2233],caramel hard,fully heat-treated
2146,2146,350,459,[2234],caramel hard,sugar product
2147,2147,350,2317,[2235],caramel hard,http://purl.obolibrary.org/obo/FOODON_03460147
2148,2148,350,15580,[2236],caramel hard,flavoring; spice or herb added
2149,2149,3009,15560,[2237],curry sauce mix,fully heat-treated
2150,2150,3009,8646,[2238],curry sauce mix,formulated mix
2151,2151,3009,2309,[2239],curry sauce mix,broth or stock
2152,2152,3009,15591,[2240],curry sauce mix,acidified
2153,2153,3009,15619,[2241],curry sauce mix,spice or herb added
2154,2154,3009,15648,[2242],curry sauce mix,nut or seed added
2155,2155,3011,15566,[2243],bouillon (liquid),liquid; low viscosity; with no visible particles
2156,2156,3011,15560,[2244],bouillon (liquid),fully heat-treated
2157,2157,3011,2309,[2245],bouillon (liquid),broth or stock
2158,2158,3015,816,[2246],butter substitute,semisolid with smooth consistency
2159,2159,3015,15560,[2247],butter substitute,fully heat-treated
2160,2160,3015,175,[2248],butter substitute,fat or oil
2161,2161,355,13651,[2249],pigeon pea (canned),can; bottle or jar
2162,2162,355,15567,"[2250, 27018]",pigeon pea (canned),whole; natural shape
2163,2163,355,15560,[2251],pigeon pea (canned),fully heat-treated
2164,2164,355,15561,"[2252, 27020]",pigeon pea (canned),seed; skin present; germ present
2165,2165,355,15583,[2253],pigeon pea (canned),sterilization by heating
2166,2166,356,5866,"[2254, 4753, 14534, 14806, 27618, 36176]",corn meal,medium ground
2167,2167,356,15565,"[2255, 4754, 14807, 36177]",corn meal,not heat-treated
2168,2168,356,2060,"[2256, 4755, 13266, 14808, 27619]",corn meal,seed (treated)
2169,2169,356,15568,"[2257, 4756, 14536, 14809, 27620, 36179]",corn meal,water removal process
2170,2170,356,15569,"[2258, 4757, 14537, 14810, 27622, 36180]",corn meal,preservation by dehydration or drying
2171,2171,88,15607,"[2259, 18636, 24071, 24444]",beverage food product,liquid; low viscosity
2172,2172,357,15567,"[2261, 5636, 16661]",asparagus (whole; raw),whole; natural shape
2173,2173,357,15565,[2262],asparagus (whole; raw),not heat-treated
2174,2174,357,15692,"[2263, 5638, 16663, 29057]",asparagus (whole; raw),spear or shoot
2175,2175,358,2278,[2264],red cod,solid
2176,2176,358,15565,[2265],red cod,not heat-treated
2177,2177,358,13548,[2266],red cod,skeletal meat part
2178,2178,3021,2278,[2267],pork butt (cooked; cured),solid
2179,2179,3021,15560,[2268],pork butt (cooked; cured),fully heat-treated
2180,2180,3021,15697,[2269],pork butt (cooked; cured),cut of meat; u.s.
2181,2181,3021,13548,[2270],pork butt (cooked; cured),skeletal meat part
2182,2182,3021,8520,[2271],pork butt (cooked; cured),curing or aging process
2183,2183,359,15567,"[2272, 3072, 10311, 12907, 14638, 15368, 22142, 23634, 24189, 29889, 29916, 30719, 30934, 31079, 32972, 36910, 37098, 37401]",peanut food product,whole; natural shape
2184,2184,359,2316,"[2273, 10313, 12908, 14640, 15370, 22143, 23635, 24190, 27385, 30721, 31081, 36912, 37100, 37402]",peanut food product,seed; skin present; germ removed
2185,2185,359,215,[2274],peanut food product,salt or sodium free claim or use
2186,2186,3022,2278,[2275],kuminost cheese,solid
2187,2187,3022,15563,[2276],kuminost cheese,curd
2188,2188,3022,5330,[2277],kuminost cheese,lactic acid-other agent fermentation process
2189,2189,3022,15619,[2278],kuminost cheese,spice or herb added
2190,2190,360,13651,[2279],pacific salmon (canned),can; bottle or jar
2191,2191,360,3729,[2280],pacific salmon (canned),divided into pieces
2192,2192,360,15560,[2281],pacific salmon (canned),fully heat-treated
2193,2193,360,7449,[2282],pacific salmon (canned),skeletal meat part; with bone or shell
2194,2194,360,15583,[2283],pacific salmon (canned),sterilization by heating
2195,2195,362,816,"[2284, 2839, 5983, 9780, 10733, 11506, 13664, 19932, 20640, 24097, 27450, 28375, 29114, 30650, 31454, 35339]",butter (reduced fat),semisolid with smooth consistency
2196,2196,362,15562,"[2285, 2840, 5984, 9781, 10734, 10745, 11507, 13665, 19933, 20641, 24098, 27451, 28376, 30651, 31455, 35340]",butter (reduced fat),partially heat-treated
2197,2197,362,12252,"[2286, 2841, 5985, 9782, 10735, 10746, 11508, 13666, 20642, 24099, 27452, 28377, 29115, 30652, 31456, 35341]",butter (reduced fat),mammalian milk butter
2198,2198,362,15643,"[2287, 19935]",butter (reduced fat),partial fat removal process
2199,2199,362,15564,"[2288, 2842, 5986, 9783, 10737, 11509, 13668, 19936, 20643, 24101, 27453, 28379, 30653, 31457, 35342]",butter (reduced fat),pasteurization by heating
2200,2200,362,4202,[2289],butter (reduced fat),reduced fat food
2201,2201,3026,15563,[2290],cheese for manufacturing use,curd
2202,2202,3026,7229,[2291],cheese for manufacturing use,microbial/enzymatic modification process
2203,2203,363,15566,[2292],pineapple and orange juice,liquid; low viscosity; with no visible particles
2204,2204,363,15659,"[2293, 6010, 36649]",pineapple and orange juice,fruit; peel undetermined; core; pit or seed present
2205,2205,363,6580,[2294],pineapple and orange juice,human as food consumer
2206,2206,364,8337,"[2295, 28580]",alcoholic beverage,food (liquid)
2207,2207,364,10464,"[2296, 28581, 30264, 36833]",alcoholic beverage,alcohol fermentation process
2208,2208,364,15660,"[2297, 28582]",alcoholic beverage,alcohol
2209,2209,365,13651,[2298],fruit salad (canned),can; bottle or jar
2210,2210,365,10866,"[2299, 32273]",fruit salad (canned),whole and pieces
2211,2211,365,15560,[2300],fruit salad (canned),fully heat-treated
2212,2212,365,15578,"[2301, 32274]",fruit salad (canned),fruit part
2213,2213,365,15583,[2302],fruit salad (canned),sterilization by heating
2214,2214,365,2317,[2303],fruit salad (canned),http://purl.obolibrary.org/obo/FOODON_03460147
2215,2215,3028,15582,[2304],tuna pot pie,whole; shape achieved by forming
2216,2216,3028,15560,[2305],tuna pot pie,fully heat-treated
2217,2217,3028,10226,[2306],tuna pot pie,food baking process
2218,2218,3028,15598,[2307],tuna pot pie,food filling process
2219,2219,3028,609,[2308],tuna pot pie,grain added
2220,2220,3028,2317,[2309],tuna pot pie,http://purl.obolibrary.org/obo/FOODON_03460147
2221,2221,3028,7955,[2310],tuna pot pie,obsolete: vegetable added
2222,2222,3028,15580,[2311],tuna pot pie,flavoring; spice or herb added
2223,2223,3029,5866,[2312],olive meal,medium ground
2224,2224,3029,2318,[2313],olive meal,fruit; peel present; core; pit or seed removed
2225,2225,3029,15568,[2314],olive meal,water removal process
2226,2226,3029,15698,[2315],olive meal,fat removal process
2227,2227,3029,2171,[2316],olive meal,food animal as consumer
2228,2228,3031,11347,[2317],barley malt powder,finely ground
2229,2229,3031,15560,[2318],barley malt powder,fully heat-treated
2230,2230,3031,15549,[2319],barley malt powder,germinated or sprouted seed
2231,2231,3031,15568,[2320],barley malt powder,water removal process
2232,2232,3031,15569,[2321],barley malt powder,preservation by dehydration or drying
2233,2233,368,809,"[2322, 3712, 4377, 5214]",noodle,whole; shape achieved by forming; thickness <0.3 cm.
2234,2234,368,15620,"[2323, 3713, 4378, 5216]",noodle,seed; skin removed; germ removed (endosperm)
2235,2235,368,15568,"[2324, 5217]",noodle,water removal process
2236,2236,368,15569,"[2325, 5218]",noodle,preservation by dehydration or drying
2237,2237,368,15652,[2326],noodle,nicotinic acid
2238,2238,368,15653,[2327],noodle,riboflavin
2239,2239,368,15654,[2328],noodle,iron added
2240,2240,368,2317,"[2329, 2331, 3714, 4379, 5219]",noodle,http://purl.obolibrary.org/obo/FOODON_03460147
2241,2241,368,15612,[2330],noodle,nutrient or dietary substance added
2242,2242,369,15567,"[2332, 18129, 30726]",flaxseed food product,whole; natural shape
2243,2243,369,15565,[2333],flaxseed food product,not heat-treated
2244,2244,369,2060,"[2334, 18130, 30727]",flaxseed food product,seed (treated)
2245,2245,3034,2278,[2335],coca tea leaves (food product),solid
2246,2246,3034,15565,[2336],coca tea leaves (food product),not heat-treated
2247,2247,3034,15581,[2337],coca tea leaves (food product),leaf
2248,2248,3034,15568,[2338],coca tea leaves (food product),water removal process
2249,2249,3034,15569,[2339],coca tea leaves (food product),preservation by dehydration or drying
2250,2250,286,15565,"[2341, 4861, 11543, 11881, 12069, 12841, 14398, 16413, 17431, 17834, 19495, 20239, 21824, 22416, 27285, 32150, 32644, 32979, 36141]",clam (raw),not heat-treated
2251,2251,3035,2060,[2343],cereal based-desserts with no added sugar,seed (treated)
2252,2252,3035,7259,[2344],cereal based-desserts with no added sugar,no sugars added claim or use
2253,2253,3038,15607,[2345],fruit sherbet (viscous),liquid; low viscosity
2254,2254,3038,15576,[2346],fruit sherbet (viscous),preservation by freezing
2255,2255,3038,15586,[2347],fruit sherbet (viscous),sugar or sugar syrup added
2256,2256,3038,2317,[2348],fruit sherbet (viscous),http://purl.obolibrary.org/obo/FOODON_03460147
2257,2257,3042,15576,[2351],food (frozen),preservation by freezing
2258,2258,3043,15567,[2352],prickly poppy seed (food product),whole; natural shape
2259,2259,3043,15565,[2353],prickly poppy seed (food product),not heat-treated
2260,2260,3043,2060,[2354],prickly poppy seed (food product),seed (treated)
2261,2261,371,13651,[2355],fig juice,can; bottle or jar
2262,2262,371,15675,"[2356, 25887]",fig juice,liquid; low viscosity; with small particles
2263,2263,371,15560,"[2357, 25888]",fig juice,fully heat-treated
2264,2264,371,8164,"[2358, 25889]",fig juice,multicomponent extract; concentrate or isolate
2265,2265,371,15583,[2359],fig juice,sterilization by heating
2266,2266,373,15582,[2360],pollock fillet (raw),whole; shape achieved by forming
2267,2267,373,13548,[2361],pollock fillet (raw),skeletal meat part
2268,2268,373,15576,[2362],pollock fillet (raw),preservation by freezing
2269,2269,57,15564,"[2366, 7422, 11268, 11448, 16652, 17057, 21674, 21862, 34426, 36269, 37836]",cream (raw),pasteurization by heating
2270,2270,58,5330,"[2369, 14709, 21534, 28768]",cheddar cheese,lactic acid-other agent fermentation process
2271,2271,58,15615,[2370],cheddar cheese,salt free food
2272,2272,3047,809,[2371],spaghetti (milk),whole; shape achieved by forming; thickness <0.3 cm.
2273,2273,3047,15565,[2372],spaghetti (milk),not heat-treated
2274,2274,3047,15620,[2373],spaghetti (milk),seed; skin removed; germ removed (endosperm)
2275,2275,3047,15568,[2374],spaghetti (milk),water removal process
2276,2276,3047,15569,[2375],spaghetti (milk),preservation by dehydration or drying
2277,2277,3047,2317,[2376],spaghetti (milk),http://purl.obolibrary.org/obo/FOODON_03460147
2278,2278,3048,3729,[2377],lamb chop (raw),divided into pieces
2279,2279,3048,15565,[2378],lamb chop (raw),not heat-treated
2280,2280,3048,7449,[2379],lamb chop (raw),skeletal meat part; with bone or shell
2281,2281,3051,2278,[2380],salt-rising bread,solid
2282,2282,3051,15560,[2381],salt-rising bread,fully heat-treated
2283,2283,3051,15620,[2382],salt-rising bread,seed; skin removed; germ removed (endosperm)
2284,2284,3051,7229,[2383],salt-rising bread,microbial/enzymatic modification process
2285,2285,3051,117,[2384],salt-rising bread,corn (dried)
2286,2286,3051,15623,[2385],salt-rising bread,sucrose added
2287,2287,3051,2317,[2386],salt-rising bread,http://purl.obolibrary.org/obo/FOODON_03460147
2288,2288,3052,15567,[2387],eastern halibut fillet (raw),whole; natural shape
2289,2289,3052,15565,[2388],eastern halibut fillet (raw),not heat-treated
2290,2290,3052,13625,[2389],eastern halibut fillet (raw),skeletal meat part; without bone or shell
2291,2291,375,15567,[2390],olallieberry plant,whole; natural shape
2292,2292,375,15565,[2391],olallieberry plant,not heat-treated
2293,2293,375,15578,[2392],olallieberry plant,fruit part
2294,2294,376,15567,"[2393, 12829, 15350]",black raspberry (frozen),whole; natural shape
2295,2295,376,15565,"[2394, 12830]",black raspberry (frozen),not heat-treated
2296,2296,376,15573,"[2395, 12831, 15352]",black raspberry (frozen),fruit; peel present; core; pit or seed present
2297,2297,376,15576,[2396],black raspberry (frozen),preservation by freezing
2298,2298,169,13651,"[2397, 2654]",onion plant,can; bottle or jar
2299,2299,169,2278,"[2398, 10367, 16131]",onion plant,solid
2300,2300,169,15560,"[2399, 2656, 18262, 34714]",onion plant,fully heat-treated
2301,2301,169,8577,"[2400, 2657, 6875, 9091, 18263, 28765, 34715]",onion plant,root; tuber or bulb; without peel
2302,2302,169,15583,"[2401, 2659]",onion plant,sterilization by heating
2303,2303,377,15565,"[2402, 5438]",yeast,not heat-treated
2304,2304,377,7993,"[2403, 5439]",yeast,part of algae or fungus
2305,2305,379,15567,[2404],buffalofish raw,whole; natural shape
2306,2306,379,15565,[2405],buffalofish raw,not heat-treated
2307,2307,379,8853,[2406],buffalofish raw,part of animal
2308,2308,3056,15585,[2407],cleome viscosa oil,liquid; high viscosity; with no visible particles
2309,2309,3056,175,[2408],cleome viscosa oil,fat or oil
2310,2310,3058,15582,[2409],coco bread,whole; shape achieved by forming
2311,2311,3058,15560,[2410],coco bread,fully heat-treated
2312,2312,3058,15620,[2411],coco bread,seed; skin removed; germ removed (endosperm)
2313,2313,3058,10226,[2412],coco bread,food baking process
2314,2314,3058,7229,[2413],coco bread,microbial/enzymatic modification process
2315,2315,3058,8520,[2414],coco bread,curing or aging process
2316,2316,3058,5633,[2415],coco bread,carbohydrate fermentation process
2317,2317,3058,15603,[2416],coco bread,fat or oil added
2318,2318,3058,15595,[2417],coco bread,chocolate or cocoa added
2319,2319,58,15574,[2419],cheddar cheese,milk or milk component
2320,2320,58,15643,[2420],cheddar cheese,partial fat removal process
2321,2321,58,4202,[2423],cheddar cheese,reduced fat food
2322,2322,3059,15578,[2424],fruit in vinegar brine or oil,fruit part
2323,2323,3059,15651,[2425],fruit in vinegar brine or oil,packed in salt brine
2324,2324,3059,11480,[2426],fruit in vinegar brine or oil,packed in fat or oil
2325,2325,3059,15699,[2427],fruit in vinegar brine or oil,packed in vinegar
2326,2326,382,2278,"[2428, 13835, 21198, 39155]",cereal (precooked),solid
2327,2327,382,15560,[2429],cereal (precooked),fully heat-treated
2328,2328,382,2060,"[2430, 13836, 21199, 39156]",cereal (precooked),seed (treated)
2329,2329,382,15568,"[2431, 13837]",cereal (precooked),water removal process
2330,2330,382,15644,[2432],cereal (precooked),instantizing process
2331,2331,382,15569,"[2433, 13838]",cereal (precooked),preservation by dehydration or drying
2332,2332,3061,809,[2434],cream puff,whole; shape achieved by forming; thickness <0.3 cm.
2333,2333,3061,7375,[2435],cream puff,heat-treated
2334,2334,3061,15620,[2436],cream puff,seed; skin removed; germ removed (endosperm)
2335,2335,3061,10226,[2437],cream puff,food baking process
2336,2336,3061,15598,[2438],cream puff,food filling process
2337,2337,3061,15623,[2439],cream puff,sucrose added
2338,2338,3061,15580,[2440],cream puff,flavoring; spice or herb added
2339,2339,3061,2317,[2441],cream puff,http://purl.obolibrary.org/obo/FOODON_03460147
2340,2340,3066,2278,[2442],sea cucumber (salted),solid
2341,2341,3066,15602,[2443],sea cucumber (salted),whole animal or most parts used
2342,2342,3066,15596,[2444],sea cucumber (salted),salted
2343,2343,3066,15597,[2445],sea cucumber (salted),preservation by salting
2344,2344,384,2060,"[2446, 3384, 3674, 4678, 5306, 6423, 7595, 8627, 14011, 14202, 18014, 18850, 22075, 23329, 28057, 32405, 35334, 35796]",breakfast cereal,seed (treated)
2345,2345,384,15587,[2447],breakfast cereal,reduced energy food
2346,2346,3069,8646,[2448],okra shrimp gumbo mix,formulated mix
2347,2347,3069,2309,[2449],okra shrimp gumbo mix,broth or stock
2348,2348,3069,609,[2450],okra shrimp gumbo mix,grain added
2349,2349,3069,7955,[2451],okra shrimp gumbo mix,obsolete: vegetable added
2350,2350,3069,15580,[2452],okra shrimp gumbo mix,flavoring; spice or herb added
2351,2351,286,13651,"[2453, 4493, 9465, 14632, 15065, 15464, 37120]",clam (raw),can; bottle or jar
2352,2352,286,15583,"[2457, 4497, 9469, 14636, 15069, 15468, 37124]",clam (raw),sterilization by heating
2353,2353,286,15646,"[2458, 3425, 4498, 9470, 14637, 15070]",clam (raw),packed in water
2354,2354,3070,11347,[2459],orangeade drink mix (powdered),finely ground
2355,2355,3070,10280,[2460],orangeade drink mix (powdered),beverage base; dry
2356,2356,3070,459,[2461],orangeade drink mix (powdered),sugar product
2357,2357,3070,15568,[2462],orangeade drink mix (powdered),water removal process
2358,2358,3070,15591,[2463],orangeade drink mix (powdered),acidified
2359,2359,3070,15569,[2464],orangeade drink mix (powdered),preservation by dehydration or drying
2360,2360,3070,15580,[2465],orangeade drink mix (powdered),flavoring; spice or herb added
2361,2361,3071,809,[2466],pie crust,whole; shape achieved by forming; thickness <0.3 cm.
2362,2362,3071,609,[2467],pie crust,grain added
2363,2363,3071,15603,[2468],pie crust,fat or oil added
2364,2364,385,8337,"[2469, 9993, 10913, 15194, 21932, 39709]",sauce,food (liquid)
2365,2365,3078,11347,[2470],red beet powder,finely ground
2366,2366,3078,15560,[2471],red beet powder,fully heat-treated
2367,2367,3078,8577,[2472],red beet powder,root; tuber or bulb; without peel
2368,2368,3078,15568,[2473],red beet powder,water removal process
2369,2369,3078,15569,[2474],red beet powder,preservation by dehydration or drying
2370,2370,3079,15567,[2475],alaskan shrimp (breaded),whole; natural shape
2371,2371,3079,15602,[2476],alaskan shrimp (breaded),whole animal or most parts used
2372,2372,3079,15649,[2477],alaskan shrimp (breaded),breaded or batter-coated
2373,2373,387,2278,[2478],lancashire cheese,solid
2374,2374,387,15563,[2479],lancashire cheese,curd
2375,2375,387,5330,[2480],lancashire cheese,lactic acid-other agent fermentation process
2376,2376,113,15643,[2484],cheese (whipped),partial fat removal process
2377,2377,113,3008,[2485],cheese (whipped),low fat food
2378,2378,388,2278,[2486],canary rockfish,solid
2379,2379,388,15565,[2487],canary rockfish,not heat-treated
2380,2380,388,13548,[2488],canary rockfish,skeletal meat part
2381,2381,3083,15599,[2489],dip (nondairy),semisolid
2382,2382,390,8337,"[2490, 18817]",chocolate drink,food (liquid)
2383,2383,390,15560,"[2491, 20537]",chocolate drink,fully heat-treated
2384,2384,390,7229,"[2492, 18818, 20539]",chocolate drink,microbial/enzymatic modification process
2385,2385,390,8520,"[2493, 18819, 20541]",chocolate drink,curing or aging process
2386,2386,390,15583,[2494],chocolate drink,sterilization by heating
2387,2387,390,15586,"[2495, 18820, 20543]",chocolate drink,sugar or sugar syrup added
2388,2388,390,15595,"[2496, 18821, 20544]",chocolate drink,chocolate or cocoa added
2389,2389,392,5866,"[2497, 5733, 7836, 30700]",yellow corn meal,medium ground
2390,2390,392,15565,"[2498, 7837, 30701]",yellow corn meal,not heat-treated
2391,2391,392,15620,"[2499, 5734]",yellow corn meal,seed; skin removed; germ removed (endosperm)
2392,2392,392,15568,"[2500, 5735, 7839, 15543, 30703]",yellow corn meal,water removal process
2393,2393,392,15569,"[2501, 5736, 7840, 15544, 30704]",yellow corn meal,preservation by dehydration or drying
2394,2394,125,15567,"[2502, 2790, 4620, 5960, 6270, 15920, 16004, 18480, 21168, 22438, 22896, 25369, 25566, 27395, 37679]",olive food product,whole; natural shape
2395,2395,125,15687,"[2503, 16006, 18481]",olive food product,ripe or mature
2396,2396,125,15700,"[2504, 18482, 29860, 32449]",olive food product,fruit; peel present
2397,2397,125,11761,"[2505, 15922, 16008, 21170, 22898]",olive food product,lactic acid fermentation process
2398,2398,125,15596,"[2506, 15923, 16009, 21171, 22899]",olive food product,salted
2399,2399,125,8520,"[2507, 15924, 16011, 18483, 21173, 22900]",olive food product,curing or aging process
2400,2400,3088,8337,[2508],obsolete: food (liquid),food (liquid)
2401,2401,394,15567,"[2509, 3165]",pecan (whole; raw; shell on),whole; natural shape
2402,2402,394,15565,"[2510, 3166]",pecan (whole; raw; shell on),not heat-treated
2403,2403,394,15701,[2511],pecan (whole; raw; shell on),seed in shell or hull
2404,2404,396,3729,[2512],cod fillet (raw),divided into pieces
2405,2405,396,15565,"[2513, 7411, 24482]",cod fillet (raw),not heat-treated
2406,2406,396,13548,"[2514, 24483]",cod fillet (raw),skeletal meat part
2407,2407,396,15702,[2515],cod fillet (raw),preservation by quick freezing
2408,2408,3097,809,[2516],chocolate cookie,whole; shape achieved by forming; thickness <0.3 cm.
2409,2409,3097,15560,[2517],chocolate cookie,fully heat-treated
2410,2410,3097,15620,[2518],chocolate cookie,seed; skin removed; germ removed (endosperm)
2411,2411,3097,10226,[2519],chocolate cookie,food baking process
2412,2412,3097,7229,[2520],chocolate cookie,microbial/enzymatic modification process
2413,2413,3097,8520,[2521],chocolate cookie,curing or aging process
2414,2414,3097,15572,[2522],chocolate cookie,flavoring or spice extract or concentrate added
2415,2415,3097,15586,[2523],chocolate cookie,sugar or sugar syrup added
2416,2416,3097,15603,[2524],chocolate cookie,fat or oil added
2417,2417,3097,15595,[2525],chocolate cookie,chocolate or cocoa added
2418,2418,3099,15674,[2526],green pea soup with pork,liquid; high viscosity; with solid pieces
2419,2419,3099,15560,[2527],green pea soup with pork,fully heat-treated
2420,2420,3099,15561,[2528],green pea soup with pork,seed; skin present; germ present
2421,2421,3099,11052,[2529],green pea soup with pork,obsolete: meat added
2422,2422,3100,816,[2530],pizza crust dough,semisolid with smooth consistency
2423,2423,3100,15565,[2531],pizza crust dough,not heat-treated
2424,2424,3100,15620,[2532],pizza crust dough,seed; skin removed; germ removed (endosperm)
2425,2425,3100,15603,[2533],pizza crust dough,fat or oil added
2426,2426,3102,11347,[2534],bibingka mix,finely ground
2427,2427,3102,15560,[2535],bibingka mix,fully heat-treated
2428,2428,3102,1493,[2536],bibingka mix,dry mix
2429,2429,3102,15620,[2537],bibingka mix,seed; skin removed; germ removed (endosperm)
2430,2430,3102,15568,[2538],bibingka mix,water removal process
2431,2431,3102,15569,[2539],bibingka mix,preservation by dehydration or drying
2432,2432,3102,15623,[2540],bibingka mix,sucrose added
2433,2433,3102,15634,[2541],bibingka mix,butter added
2434,2434,404,15582,"[2542, 4954, 19773]",crab cake,whole; shape achieved by forming
2435,2435,404,13625,"[2543, 4956, 19774]",crab cake,skeletal meat part; without bone or shell
2436,2436,404,15649,[2544],crab cake,breaded or batter-coated
2437,2437,404,5633,[2545],crab cake,carbohydrate fermentation process
2438,2438,404,609,"[2546, 4957, 19775]",crab cake,grain added
2439,2439,404,15580,"[2547, 4959, 19777]",crab cake,flavoring; spice or herb added
2440,2440,193,13376,"[2548, 3808, 12581, 18173, 34636, 35706]",popcorn plant,whole
2441,2441,193,15560,"[2549, 3809, 12582, 18174, 30514, 34637, 35707]",popcorn plant,fully heat-treated
2442,2442,193,15561,"[2550, 3810, 12583, 18175, 21865, 30515, 34638, 35708]",popcorn plant,seed; skin present; germ present
2443,2443,193,13618,"[2551, 3811, 12584, 18176, 34639, 35709]",popcorn plant,cooked by popping
2444,2444,406,3729,[2552],parmesan cheese,divided into pieces
2445,2445,406,15563,"[2553, 19966, 39754]",parmesan cheese,curd
2446,2446,406,5330,"[2554, 19967, 39755]",parmesan cheese,lactic acid-other agent fermentation process
2447,2447,117,3729,"[2555, 9052]",corn (dried),divided into pieces
2448,2448,117,15565,"[2556, 28925, 33226]",corn (dried),not heat-treated
2449,2449,407,15601,"[2558, 26861, 32503, 37453]",poultry meat food product,meat part of animal
2450,2450,407,11723,[2559],poultry meat food product,low sodium claim or use
2451,2451,408,15703,[2560],potato chip,cut into short pieces
2452,2452,408,15560,"[2561, 5869, 7897, 8746, 11202, 20522, 23552, 24726, 28696, 29930, 31643, 39052]",potato chip,fully heat-treated
2453,2453,408,8577,"[2562, 5870, 7898, 8747, 11203, 23553, 24727, 28697, 29931, 31644]",potato chip,root; tuber or bulb; without peel
2454,2454,408,15596,"[2563, 5872, 7899, 8748, 23554, 24728, 29932, 39054]",potato chip,salted
2455,2455,408,4226,[2564],potato chip,food hydrogenation proess
2456,2456,408,15662,[2565],potato chip,vegetable fat or oil added
2457,2457,209,15567,"[2566, 29013]",root vegetable product,whole; natural shape
2458,2458,209,15565,[2567],root vegetable product,not heat-treated
2459,2459,148,15568,"[2572, 2989, 3686, 18450, 23722, 26960, 27161, 33006, 36900]",rice plant,water removal process
2460,2460,148,15644,"[2573, 36901]",rice plant,instantizing process
2461,2461,148,15569,"[2574, 2990, 3687, 18451, 23723, 26962, 27162, 33007, 36902]",rice plant,preservation by dehydration or drying
2462,2462,409,816,"[2575, 3932, 8566, 8839, 10921, 12731, 15572, 31865, 32025, 33760, 36754]",fruit jelly (low sugar),semisolid with smooth consistency
2463,2463,409,15560,"[2576, 3933, 8567, 8840, 10922, 12732, 31866, 32026, 33761, 36755]",fruit jelly (low sugar),fully heat-treated
2464,2464,409,15578,"[2577, 8568, 10422, 31867, 32027, 33762]",fruit jelly (low sugar),fruit part
2465,2465,409,10159,[2578],fruit jelly (low sugar),low sugars food
2466,2466,3108,15578,[2579],fruit based dessert with no added sugar,fruit part
2467,2467,3108,7259,[2580],fruit based dessert with no added sugar,no sugars added claim or use
2468,2468,414,2278,"[2581, 25516, 39199]",baked good,solid
2469,2469,414,15560,"[2582, 36655, 39200]",baked good,fully heat-treated
2470,2470,414,609,"[2583, 25518, 39204]",baked good,grain added
2471,2471,415,2278,[2584],creek chub,solid
2472,2472,415,15565,[2585],creek chub,not heat-treated
2473,2473,415,13548,[2586],creek chub,skeletal meat part
2474,2474,3115,15560,[2587],chicken bouillon (concentrated),fully heat-treated
2475,2475,3115,2309,[2588],chicken bouillon (concentrated),broth or stock
2476,2476,3115,15568,[2589],chicken bouillon (concentrated),water removal process
2477,2477,3116,11347,[2590],black pepper powder,finely ground
2478,2478,3116,15565,[2591],black pepper powder,not heat-treated
2479,2479,3116,15578,[2592],black pepper powder,fruit part
2480,2480,3116,15568,[2593],black pepper powder,water removal process
2481,2481,3116,15569,[2594],black pepper powder,preservation by dehydration or drying
2482,2482,417,15567,"[2595, 3075]",oyster (raw),whole; natural shape
2483,2483,417,15565,[2596],oyster (raw),not heat-treated
2484,2484,417,15602,"[2597, 3076]",oyster (raw),whole animal or most parts used
2485,2485,418,13651,"[2598, 16346]",green bean plant,can; bottle or jar
2486,2486,418,2278,"[2599, 13994, 24775]",green bean plant,solid
2487,2487,418,15560,"[2600, 10263, 16348, 24697]",green bean plant,fully heat-treated
2488,2488,418,15645,"[2601, 6620, 8462, 10264, 13995, 16349, 18573, 24698, 24777, 30435, 33224]",green bean plant,pod containing small; immature seed
2489,2489,418,15583,"[2602, 16350, 24700]",green bean plant,sterilization by heating
2490,2490,418,15619,[2603],green bean plant,spice or herb added
2491,2491,3120,15585,[2604],mint-flavored beverage syrup,liquid; high viscosity; with no visible particles
2492,2492,3120,15560,[2605],mint-flavored beverage syrup,fully heat-treated
2493,2493,3120,8075,[2606],mint-flavored beverage syrup,beverage base; liquid
2494,2494,3120,459,[2607],mint-flavored beverage syrup,sugar product
2495,2495,3120,15591,[2608],mint-flavored beverage syrup,acidified
2496,2496,3120,15571,[2609],mint-flavored beverage syrup,flavoring or taste ingredient added
2497,2497,419,15582,"[2610, 36273]",bean curd,whole; shape achieved by forming
2498,2498,419,15560,"[2611, 36274]",bean curd,fully heat-treated
2499,2499,419,15561,"[2612, 36275]",bean curd,seed; skin present; germ present
2500,2500,419,15704,"[2613, 36276]",bean curd,physical/chemical modification process
2501,2501,419,15568,[2614],bean curd,water removal process
2502,2502,419,15569,[2615],bean curd,preservation by dehydration or drying
