,Merge DB Node ID,Merged Nodes Old ID list,label
3651,3651,[2161],red crab (raw)
3652,3652,[2162],cooking in double boiler
3653,3653,[2163],smooth hammerhead
3654,3654,[2165],pacific littleneck clam
3655,3655,[2166],shortbread cake small
3656,3656,[2167],23970 - dories (efsa foodex2)
3657,3657,[2168],dressing; mayonnaise (eurofir)
3658,3658,[2169],37700 - follow-on formula; based on protein hydrolysates; liquid (efsa foodex2)
3659,3659,[2170],allis shad
3660,3660,[2172],wild senna plant
3661,3661,[2174],33350 - beer; regular (efsa foodex2)
3662,3662,[2176],bleached paper container
3663,3663,[2177],sap sago cheese
3664,3664,[2179],18410 - fruit compote; table grape (efsa foodex2)
3665,3665,[2180],glass container; plastic lid; aluminum foil lining
3666,3666,[2182],pickle relish
3667,3667,[2183],zwieback
3668,3668,[2184],brazil nut food product
3669,3669,[2186],lemon-flavored beverage syrup
3670,3670,[2187],red bean paste
3671,3671,[2189],04760 - red cabbages (efsa foodex2)
3672,3672,[2191],fringe-barbel sturgeon
3673,3673,[2192],071  by-products; used for animal feeding purposes; derived from fruit and vegetable processing (ab) (ccpr)
3674,3674,[2193],shrimp cracker
3675,3675,[2194],28820 - cheese; lincolnshire poacher (efsa foodex2)
3676,3676,[2195],kale vegetable food product
3677,3677,[2197],climbing perch family
3678,3678,[2200],01810 - dried pasta (efsa foodex2)
3679,3679,[2201],sage leaf (whole)
3680,3680,[2202],29220 - cheese; ardrahan (efsa foodex2)
3681,3681,[2203],aluminum can; drum or barrel
3682,3682,[2204],obsolete: chilean baby crawfish (raw)
3683,3683,[2206],red nutsedge plant
3684,3684,[2209],musk deer
3685,3685,[2214],imitation vanilla-flavored ice milk mix
3686,3686,[2216],37180 - barley coffee infusion (efsa foodex2)
3687,3687,[2217],plastic container; rigid or semirigid; plastic lid
3688,3688,[2218],coffee bean (roasted)
3689,3689,[2219],cultivated mushroom
3690,3690,[2223],neutralizing agent (codex)
3691,3691,[2224],39040 - beans; meat; and vegetables meal (efsa foodex2)
3692,3692,[2225],authentic ethnic food claim or use
3693,3693,[2227],00720 - maize; milled (efsa foodex2)
3694,3694,[2228],soy protein granules
3695,3695,[2230],true muskmelon plant
3696,3696,[2231],soybean based meat product analog
3697,3697,[2232],new zealand cockle
3698,3698,[2233],ruvo kale plant
3699,3699,[2236],34960 - goldenrod infusion leaves (efsa foodex2)
3700,3700,[2237],pizza topping (meat-based)
3701,3701,[2240],03180 - rye rolled grains (efsa foodex2)
3702,3702,[2241],44880 - potassium (efsa foodex2)
3703,3703,[2243],kibble
3704,3704,[2245],33780 - unsweetened spirits and liqueurs (efsa foodex2)
3705,3705,[2247],sailfin sandfish
3706,3706,[2248],22090 - luncheon spiced ham-type tinned meat (efsa foodex2)
3707,3707,[2250],beef soup stix (concentrated)
3708,3708,[2251],swiss and ham roll
3709,3709,[2252],sugar pea pod (edible; fresh)
3710,3710,[2253],papaya milk (freeze-dried)
3711,3711,[2254],cereal protein-based meat analog (food product)
3712,3712,[2255],29050 - cheese; sbrinz (efsa foodex2)
3713,3713,[2257],sage rubbed
3714,3714,[2260],lobster newburg (dish)
3715,3715,[2262],groundsel leaf (raw)
3716,3716,[2263],kampyo (dried gourd strip)
3717,3717,[2264],packed with aerosol propellant
3718,3718,[2265],amphidromous fish
3719,3719,[2266],03450 - processed rice-based flakes (efsa foodex2)
3720,3720,[2267],chewable tablet
3721,3721,[2269],nalta jute plant
3722,3722,[2270],41740 - polydextrose (efsa foodex2)
3723,3723,[2272],sausage made from meat and poultry (raw)
3724,3724,[2273],01850 - fresh stuffed pasta (efsa foodex2)
3725,3725,[2276],gudgeon
3726,3726,[2277],01300 - bread and rolls with special ingredients added (efsa foodex2)
3727,3727,[2279],suet (raw)
3728,3728,[2280],fermentation vinegar
3729,3729,[2282],divided into pieces
3730,3730,[2284],fish chowder soup mix
3731,3731,[2285],coffee bean (green; decaffeinated)
3732,3732,[2287],01290 - pumpernickel (efsa foodex2)
3733,3733,[2289],sugar coated product
3734,3734,[2290],seed or seed product (us cfr)
3735,3735,[2291],30420 - gianduja chocolate (efsa foodex2)
3736,3736,[2292],pike fillet (raw)
3737,3737,[2293],25240 - freshwater molluscs (efsa foodex2)
3738,3738,[2295],milkfish in oil canned
3739,3739,[2297],spätzle
3740,3740,[2298],prepared hen egg product
3741,3741,[2299],chicken burger
3742,3742,[2301],26900 - cultured buttermilk (efsa foodex2)
3743,3743,[2303],pipi clam
3744,3744,[2304],apple pomace
3745,3745,[2306],chopped liver (dish)
3746,3746,[2307],bramble shark family
3747,3747,[2308],high omega-3 fatty acids
3748,3748,[2309],basketweave cusk-eel
3749,3749,[2310],ciruela plant
3750,3750,[2311],hay for animal feed
3751,3751,[2312],43320 - nutty flavour (efsa foodex2)
3752,3752,[2313],33170 - cola-type drinks (efsa foodex2)
3753,3753,[2314],siberian pine plant
3754,3754,[2317],18370 - fruit compote; pineapple (efsa foodex2)
3755,3755,[2319],10320 - ervils (without pods) (efsa foodex2)
3756,3756,[2320],butterfat (hydrogenated)
3757,3757,[2321],35280 - black mulberry infusion leaves (efsa foodex2)
3758,3758,[2322],fruit mix soup
3759,3759,[2323],edible bean pod
3760,3760,[2324],cod composite fillet (skinless; breaded)
3761,3761,[2326],17720 - cattley guavas (efsa foodex2)
3762,3762,[2329],zucca melon (whole; raw)
3763,3763,[2331],naturally rich in fiber claim or use
3764,3764,[2332],conger eel family
3765,3765,[2336],jam; jelly or marmalade substitute
3766,3766,[2337],cooking wine
3767,3767,[2341],common sunfish
3768,3768,[2342],spring mackerel (canned)
3769,3769,[2343],36150 - sunflower infusion flowers (efsa foodex2)
3770,3770,[2345],oak tree
3771,3771,[2347],doum palm plant
3772,3772,[2349],aluminum container
3773,3773,[2350],animal derived beverage
3774,3774,[2351],19980 - rabbit; fresh fat tissue (efsa foodex2)
3775,3775,[2353],34410 - teas leaves; dry and/or fermented; and similar (efsa foodex2)
3776,3776,[2355],milk; milk product or milk substitute (eurofir)
3777,3777,[2356],potato bread
3778,3778,[2358],pimiento cheese sandwich spread (low calorie)
3779,3779,[2360],oil or shortening; edible
3780,3780,[2361],tilsiter cheese
3781,3781,[2365],lime (whole; raw)
3782,3782,[2367],food product by meal type
3783,3783,[2368],coconut ice
3784,3784,[2370],water ice desert food product
3785,3785,[2372],goldsaddle goatfish
3786,3786,[2373],19700 - duck; minced meat (efsa foodex2)
3787,3787,[2374],22260 - carp; indian (generic) (efsa foodex2)
3788,3788,[2375],18510 - candied fruit; cherry (efsa foodex2)
3789,3789,[2376],food (hydrolized)
3790,3790,[2378],confection (made in part from dehydrated beef)
3791,3791,[2379],chinese quince plant
3792,3792,[2380],0100000 - 1. fruit fresh or frozen; nuts (ec)
3793,3793,[2381],17810 - other species of genus artocarpus; not elsewhere mentioned (efsa foodex2)
3794,3794,[2382],cornbread
3795,3795,[2384],horse mushroom
3796,3796,[2386],cream cheese with added ingredients
3797,3797,[2387],candy cigarette
3798,3798,[2388],animal lipid food product
3799,3799,[2391],peruvian calico scallop
3800,3800,[2392],parevine
3801,3801,[2394],scalloped spiny lobster
3802,3802,[2395],39790 - milk rice (efsa foodex2)
3803,3803,[2397],food (acidified)
3804,3804,[2398],21150 - cured seasoned bovine meat (efsa foodex2)
3805,3805,[2400],muscle tissue (raw)
3806,3806,[2401],durian (whole; raw)
3807,3807,[2402],00110 - foxtail amaranth grain (efsa foodex2)
3808,3808,[2403],37110 - iced coffee (efsa foodex2)
3809,3809,[2404],chromium added
3810,3810,[2405],peanut butter chip oat bar (sweetened)
3811,3811,[2406],snake gourd plant
3812,3812,[2408],orchard grass plant
3813,3813,[2409],plover
3814,3814,[2411],benguela hake
3815,3815,[2414],plastic container; rigid or semirigid; aluminum lid
3816,3816,[2415],35170 - lime infusion leaves (efsa foodex2)
3817,3817,[2418],obsolete: food made from maize (food product)
3818,3818,[2419],obsolete: soup cube
3819,3819,[2420],19820 - snipe fresh meat (efsa foodex2)
3820,3820,[2421],sweet and sour onion and raisin relish (food product)
3821,3821,[2422],custard pie
3822,3822,[2424],laminate tube; ends lined with laminate
3823,3823,[2425],28540 - cheese; tilsit (efsa foodex2)
3824,3824,[2426],36220 - common jasmine infusion flowers (efsa foodex2)
3825,3825,[2427],chili bean made from soy protein
3826,3826,[2428],00070 - barley grain; pearled (efsa foodex2)
3827,3827,[2429],butter-flavored table syrup
3828,3828,[2430],malt extract used for baking
3829,3829,[2435],28680 - cheese; aged graviera (efsa foodex2)
3830,3830,[2437],05810 - pearl onion (efsa foodex2)
3831,3831,[2438],50122300 - aquatic invertebrates - unprepared/unprocessed (gs1 gpc)
3832,3832,[2439],fish and fish products (ciaa)
3833,3833,[2440],41630 - maize starch (efsa foodex2)
3834,3834,[2441],hautbois strawberry plant
3835,3835,[2442],ground round
3836,3836,[2444],demerara sugar
3837,3837,[2445],carrot soup (dish)
3838,3838,[2446],mille-feuille pastry
3839,3839,[2447],rolled oats
3840,3840,[2448],jelly powder
3841,3841,[2449],spotted estuary smooth-hound
3842,3842,[2450],white bread mix (enriched)
3843,3843,[2451],packed in acidified salt brine
3844,3844,[2452],field corn distinctive distilled spirit
3845,3845,[2453],paperboard container with paper liner
3846,3846,[2455],regenerated cellulose film; coated
3847,3847,[2456],caraway seed (ground)
3848,3848,[2458],cod fillet in dill butter sauce
3849,3849,[2461],10380 - mung beans (without pods) (efsa foodex2)
3850,3850,[2462],indian mulberry tree
3851,3851,[2463],bitter lemon drink
3852,3852,[2464],42840 - hazelnut flavour (efsa foodex2)
3853,3853,[2465],28830 - cheese; mahon (efsa foodex2)
3854,3854,[2466],jew's ear
3855,3855,[2467],07400 - small radishes (efsa foodex2)
3856,3856,[2468],deer family
3857,3857,[2469],pasilla pepper plant
3858,3858,[2473],obsolete: animal product stew or hash category
3859,3859,[2475],malto dextrin (food product)
3860,3860,[2477],beverage; lactobacillus
3861,3861,[2479],germ and bran
3862,3862,[2480],02340 - cake pre-mixes (dry) (efsa foodex2)
3863,3863,[2481],preservation by treatment with chemicals
3864,3864,[2485],antrocaryon plant
3865,3865,[2486],chocolate mousse
3866,3866,[2487],tequila
3867,3867,[2488],european rowan plant
3868,3868,[2489],antibrowning agent (codex)
3869,3869,[2490],Seongge-jeot
3870,3870,[2491],45070 - phytosterols (efsa foodex2)
3871,3871,[2493],sweet and sour dish
3872,3872,[2494],beaked hazel plant
3873,3873,[2497],19860 - mixed fresh fat tissue (efsa foodex2)
3874,3874,[2498],chia seed
3875,3875,[2499],34170 - instant coffee powder; decaffeinated (efsa foodex2)
3876,3876,[2500],brown tiger prawn
3877,3877,[2501],34080 - excelsa coffee beans (efsa foodex2)
3878,3878,[2502],strawberry-flavored candy roll (food product)
3879,3879,[2503],vegetable protein; hydrolyzed
3880,3880,[2505],shell bean pod
3881,3881,[2506],paper container; treated
3882,3882,[2510],antimould and antitrope agent (codex)
3883,3883,[2511],43960 - toffee flavour (efsa foodex2)
3884,3884,[2512],red ginger plant
3885,3885,[2513],paste based on herb extract (edible)
3886,3886,[2514],african lungfish family
3887,3887,[2515],roquefort dressing
3888,3888,[2516],plastic bag or pouch
3889,3889,[2517],canary grass plant
3890,3890,[2522],terrestrial invertebrate
3891,3891,[2524],chocolate doughnut
3892,3892,[2525],08110 - morels (efsa foodex2)
3893,3893,[2530],crown cap
3894,3894,[2531],malted wheat flour mix
3895,3895,[2532],wafer bar sandwich cookie
3896,3896,[2534],garlic seasoning (liquid)
3897,3897,[2535],topping for fine bakery goods
3898,3898,[2537],european flounder
3899,3899,[2541],banana pulp
3900,3900,[2542],corn grits (quick)
3901,3901,[2546],palm juice (food product)
3902,3902,[2549],bullhead catfish family
3903,3903,[2551],animal waste (recycled for animal feed)
3904,3904,[2552],food quick freezing process
3905,3905,[2553],obsolete: brawn
3906,3906,[2554],strawberry guava plant
3907,3907,[2558],queen crab (raw)
3908,3908,[2560],05150 - common bean sprouts (efsa foodex2)
3909,3909,[2561],36450 - marshmallow infusion roots (efsa foodex2)
3910,3910,[2562],whitefish (fisheries term)
3911,3911,[2563],wels catfish
3912,3912,[2564],36830 - lapacho (infusion bark) (efsa foodex2)
3913,3913,[2565],41260 - herbs; vegetables and oil sauces (efsa foodex2)
3914,3914,[2566],raspberry preserve
3915,3915,[2567],haddock tail (raw)
3916,3916,[2568],40290 - prepared meat salad (efsa foodex2)
3917,3917,[2569],cream of fruit beverage
3918,3918,[2570],gaspergou raw
3919,3919,[2571],polyolefin container
3920,3920,[2575],38350 - rice drink (efsa foodex2)
3921,3921,[2578],cow milk cheese
3922,3922,[2579],ocean perch fish stick (frozen)
3923,3923,[2580],04930 - jersey kales (efsa foodex2)
3924,3924,[2582],andaman lobster
3925,3925,[2583],food (flavored)
3926,3926,[2584],41250 - mint sauce (efsa foodex2)
3927,3927,[2585],elliott's blueberry
3928,3928,[2587],18790 - pig carcase (efsa foodex2)
3929,3929,[2589],38420 - soya yoghurt (efsa foodex2)
3930,3930,[2591],26040 - edible insect eggs (efsa foodex2)
3931,3931,[2592],african striped grunt
3932,3932,[2594],34670 - blackberry infusion leaves (efsa foodex2)
3933,3933,[2595],06790 - bottle gourds (efsa foodex2)
3934,3934,[2597],23530 - tusk (efsa foodex2)
3935,3935,[2598],sea water fish egg food product
3936,3936,[2599],andes salmon (raw)
3937,3937,[2600],25250 - abalones; winkles; conchs (efsa foodex2)
3938,3938,[2601],american ginseng plant
3939,3939,[2604],grape marc
3940,3940,[2609],31870 - juice; mango (efsa foodex2)
3941,3941,[2610],highlands climatic zone
3942,3942,[2615],thin leaved plum plant
3943,3943,[2616],black snake
3944,3944,[2617],paprika pepper (pickled)
3945,3945,[2618],blackjack plant
3946,3946,[2620],spine gourd plant
3947,3947,[2621],papaya seed (dried)
3948,3948,[2622],44500 - preparations for dessert (efsa foodex2)
3949,3949,[2623],confectionery fat
3950,3950,[2627],taiwan giant bamboo plant
3951,3951,[2628],crab spread
3952,3952,[2631],threaded abalone
3953,3953,[2636],citrus enamel
3954,3954,[2637],takuan-zuke (food product)
3955,3955,[2638],liquer (egg based)
3956,3956,[2639],35680 - heidelberg tea (efsa foodex2)
3957,3957,[2642],imitation lemon juice base
3958,3958,[2643],Indian prawn
3959,3959,[2644],mint tea (dry)
3960,3960,[2646],coffee (instant; spray-dried)
3961,3961,[2648],varunidae
3962,3962,[2649],10560 - pigeon peas (without pods) (efsa foodex2)
3963,3963,[2651],threadfin bream family
3964,3964,[2652],apricot half (unpeeled; artificially sweetened)
3965,3965,[2653],lemon breezer wine-based beverage
3966,3966,[2654],banana passionfruit pulp
3967,3967,[2657],bacon-flavored seasoning
3968,3968,[2658],fruit juice artificially sweetened
3969,3969,[2659],sesame oil press cake
3970,3970,[2660],kangaroo tail soup
3971,3971,[2661],candied apple base
3972,3972,[2663],pomegranate-flavored beverage syrup
3973,3973,[2665],17020 - fuzzy kiwifruit (efsa foodex2)
3974,3974,[2666],food supplement food product
3975,3975,[2667],heifer
3976,3976,[2669],03480 - wheat germs rolled flakes (efsa foodex2)
3977,3977,[2670],25460 - yesso scallop (efsa foodex2)
3978,3978,[2672],australian anchovy
3979,3979,[2674],juice drink (diluted)
3980,3980,[2675],vegetable oil spread
3981,3981,[2676],herring tidbit (raw)
3982,3982,[2677],one component adhesive; water soluble
3983,3983,[2679],obsolete: beef sausage fresh
3984,3984,[2680],00860 - spelt flour; medium (efsa foodex2)
3985,3985,[2683],no artificial ingredients claim or use
3986,3986,[2684],pan frying
3987,3987,[2688],19580 - chamois fresh meat (efsa foodex2)
3988,3988,[2691],preservation by reducing water activity
3989,3989,[2694],fish; batrachoidiform
3990,3990,[2696],28040 - cheese; cantal (efsa foodex2)
3991,3991,[2699],grizzly bear
3992,3992,[2700],grape wine vinegar
3993,3993,[2702],13  nuts (efg)
3994,3994,[2704],28450 - cheese; raclette (efsa foodex2)
3995,3995,[2705],witloof plant
3996,3996,[2708],04850 - komatsuna (efsa foodex2)
3997,3997,[2709],longfin smelt
3998,3998,[2711],odacidae
3999,3999,[2718],40710 - gravy instant granules (efsa foodex2)
4000,4000,[2719],temperate bass families
4001,4001,[2721],02660 - muffins (efsa foodex2)
4002,4002,[2724],USDA SR dairy and egg products (0100)
4003,4003,[2725],multi-component seafood product
4004,4004,[2726],starfish
4005,4005,[2727],34860 - narrow-leaf echinacea infusion leaves (efsa foodex2)
4006,4006,[2728],40230 - ceasar salad (efsa foodex2)
4007,4007,[2730],cowpea family
4008,4008,[2731],grape seed
4009,4009,[2732],beira tronchuda cabbage plant
4010,4010,[2733],41780 - artificial food colour (efsa foodex2)
4011,4011,[2736],24880 - red swamp crawfish (efsa foodex2)
4012,4012,[2737],food (chopped)
4013,4013,[2739],fruit juice supreme fruit punch ice (frozen)
4014,4014,[2740],grape pulp (concentrated)
4015,4015,[2741],plant fiber (compressed)
4016,4016,[2745],39140 - mixed vegetables; boiled (efsa foodex2)
4017,4017,[2746],corn gromwell plant
4018,4018,[2750],ovine cheese food product
4019,4019,[2751],Burgundy fondue
4020,4020,[2752],bitterleaf plant
4021,4021,[2753],axiom holds for all times
4022,4022,[2754],blackberry pie
4023,4023,[2756],hollyhock plant
4024,4024,[2758],beeswax
4025,4025,[2759],43900 - tangerine flavour (efsa foodex2)
4026,4026,[2761],ham soup stix
4027,4027,[2763],sartapia bean (whole)
4028,4028,[2765],paraguay tea (dry)
4029,4029,[2768],meat dish (eurofir)
4030,4030,[2769],butterfly cod
4031,4031,[2770],06990 - winter melon (efsa foodex2)
4032,4032,[2771],pressed mint candy
4033,4033,[2773],butter-flavored seasoning
4034,4034,[2774],fruit produce in sour pickle
4035,4035,[2776],stone pine nut food product
4036,4036,[2778],gold flesh
4037,4037,[2779],10040 - sweet sorghum canes (efsa foodex2)
4038,4038,[2780],banana chip
4039,4039,[2782],26180 - salted cod (efsa foodex2)
4040,4040,[2783],mizuna greens (raw)
4041,4041,[2784],stem or stalk (without leaves)
4042,4042,[2785],cheese substitute
4043,4043,[2786],22100 - tinned bulk sausages (efsa foodex2)
4044,4044,[2788],walnut juice
4045,4045,[2792],brown beer oud bruin type
4046,4046,[2794],black chokeberry plant
4047,4047,[2796],sambuca
4048,4048,[2798],44470 - preparations for gelling home-made food (efsa foodex2)
4049,4049,[2800],black drums
4050,4050,[2801],nonnutritive sweetener concentrate; liquid form
4051,4051,[2802],process profile
4052,4052,[2803],black ligurian olive
4053,4053,[2806],bowhead whale
4054,4054,[2807],26200 - flat-fishes; dried (efsa foodex2)
4055,4055,[2809],37210 - mixed coffee imitates infusion (efsa foodex2)
4056,4056,[2810],23440 - megrims (efsa foodex2)
4057,4057,[2811],cream-like product
4058,4058,[2814],allium species
4059,4059,[2815],09470 - salted vegetables (efsa foodex2)
4060,4060,[2816],blackberry group food product
4061,4061,[2817],sour cream blue cheese dressing
4062,4062,[2821],fruit pulp semi-finished
4063,4063,[2822],chemical soft drink
4064,4064,[2824],european cantaloupe plant
4065,4065,[2825],meat and bone meal
4066,4066,[2827],fish byproduct for animal feed
4067,4067,[2829],warm summer climatic zone
4068,4068,[2831],38170 - algae based formulations (e.g. spirulina; chlorella) (efsa foodex2)
4069,4069,[2833],shiitake mushroom extract (food product)
4070,4070,[2835],lemon verbena plant
4071,4071,[2837],black pudding
4072,4072,[2840],pistachio pudding (artificially flavored; instant)
4073,4073,[2843],04350 - sweet potato leaves (efsa foodex2)
4074,4074,[2844],vanilla powder
4075,4075,[2845],03270 - wheat semolina porridge (efsa foodex2)
4076,4076,[2848],05430 - borage stems (efsa foodex2)
4077,4077,[2849],32300 - fruit juice concentrates (efsa foodex2)
4078,4078,[2850],adzuki bean flour
4079,4079,[2851],bulbous chervil plant
4080,4080,[2854],food animal rendering process
4081,4081,[2855],mule meat (raw)
4082,4082,[2858],cow sour milk (powdered)
4083,4083,[2859],USDA SR finfish and shellfish products (1500)
4084,4084,[2862],dog biscuit
4085,4085,[2863],vegetarian sandwich
4086,4086,[2864],cream type product; canned
4087,4087,[2867],dessert prepared from dry mix
4088,4088,[2868],beverage vegetable
4089,4089,[2869],cooking in small amount of fat or oil
4090,4090,[2870],french bread (enriched)
4091,4091,[2871],memmi
4092,4092,[2873],codfish stick (frozen)
4093,4093,[2874],02670 - meringue tart (efsa foodex2)
4094,4094,[2876],beef-flavored gravy mix (dry; instant)
4095,4095,[2877],10730 - borlotti or other common beans (dry) (efsa foodex2)
4096,4096,[2878],grape extract
4097,4097,[2880],43380 - paprika flavour (efsa foodex2)
4098,4098,[2881],boysenberry jelly
4099,4099,[2882],remoulade mix (instant)
4100,4100,[2883],pollan
4101,4101,[2886],39480 - finger food (efsa foodex2)
4102,4102,[2887],01770 - pasta wholemeal (efsa foodex2)
4103,4103,[2890],shortcake biscuit
4104,4104,[2891],27540 - halloumi (efsa foodex2)
4105,4105,[2892],crumpet frozen
4106,4106,[2893],Ymer
4107,4107,[2896],batter
4108,4108,[2897],01530 - wheat crisp bread (efsa foodex2)
4109,4109,[2898],shee fish (canned)
4110,4110,[2899],quiche with imitation bacon bits
4111,4111,[2900],zedoary plant
4112,4112,[2901],10420 - stink beans (without pods) (efsa foodex2)
4113,4113,[2903],26700 - horse milk (efsa foodex2)
4114,4114,[2905],36360 - cowslip infusion roots (efsa foodex2)
4115,4115,[2906],sausage and biscuit sandwich
4116,4116,[2907],freckled pike-conger
4117,4117,[2909],15  manufactured foods (multi-ingredient) of plant origin (ccpr)
4118,4118,[2911],thorn-apple plant
4119,4119,[2913],20870 - pig trotters and feet (efsa foodex2)
4120,4120,[2914],tomato juice drink
4121,4121,[2916],sausage seasoning
4122,4122,[2918],candlenut plant
4123,4123,[2919],32560 - extracts of plant origin (efsa foodex2)
4124,4124,[2920],chokecherry plant
4125,4125,[2922],candy made with rum
4126,4126,[2924],whipped cream
4127,4127,[2925],21240 - porchetta (efsa foodex2)
4128,4128,[2926],black cumin seed
4129,4129,[2930],swiss pine plant
4130,4130,[2931],fantail shrimp (raw; breaded; frozen)
4131,4131,[2934],cheese enchilada (frozen)
4132,4132,[2936],swine carcass
4133,4133,[2937],virginia peanut (whole; skin off; salted)
4134,4134,[2938],longan tree
4135,4135,[2943],eremophila plant
4136,4136,[2945],09610 - main-crop potatoes (efsa foodex2)
4137,4137,[2947],protein doughnut
4138,4138,[2948],rolled grain
4139,4139,[2949],yellow summer squash (whole; raw)
4140,4140,[2953],beef seasoning
4141,4141,[2955],cusk fillet (frozen)
4142,4142,[2956],true goby
4143,4143,[2958],sunfish family
4144,4144,[2960],rawhide dog chew
4145,4145,[2964],41570 - soya proteins (efsa foodex2)
4146,4146,[2965],44060 - whiskey flavour (efsa foodex2)
4147,4147,[2966],candy type product (compressed)
4148,4148,[2968],apple and grape juice (food product)
4149,4149,[2970],05290 - rapini (efsa foodex2)
4150,4150,[2974],14300 - tangelolos (efsa foodex2)
4151,4151,[2976],10820 - lima beans (dry) (efsa foodex2)
4152,4152,[2977],casaba melon plant
4153,4153,[2981],Flying barb fish
4154,4154,[2982],imitation wine
4155,4155,[2983],extent of fat trim
4156,4156,[2984],giant goby
4157,4157,[2985],arizona trout
4158,4158,[2986],16850 - camu camus (efsa foodex2)
4159,4159,[2987],03300 - porridge milk based (ready to eat) (efsa foodex2)
4160,4160,[2988],fruit punch beverage base (artificially sweetened; artificially flavored)
4161,4161,[2990],rock candy
4162,4162,[2991],jerusalem artichoke vegetable food product
4163,4163,[2993],wrapper; material unspecified
4164,4164,[2995],muskellunge
4165,4165,[2996],shrimp creole (dish)
4166,4166,[2997],sweetened coating mix for snack food
4167,4167,[2998],11150 - tepary bean (dry seeds) (efsa foodex2)
4168,4168,[2999],28010 - cheese; bundnerkase (efsa foodex2)
4169,4169,[3001],42970 - ketchup flavour (efsa foodex2)
4170,4170,[3003],imitation jelly sweetened with sorbitol
4171,4171,[3004],28870 - cheese; murcia (efsa foodex2)
4172,4172,[3005],cheese made from reconstituted milk
4173,4173,[3007],baltic herring filet fully preserved
4174,4174,[3008],calamus plant
4175,4175,[3009],specialty meat stew
4176,4176,[3011],42320 - chestnut flavour (efsa foodex2)
4177,4177,[3012],parakeelya plant
4178,4178,[3015],kitefin shark familie
4179,4179,[3016],japanese apricot plant
4180,4180,[3018],18340 - fruit compote; mandarin (efsa foodex2)
4181,4181,[3019],horseradish spread (artificially flavored)
4182,4182,[3020],02680 - rotation cooked layered cakes (efsa foodex2)
4183,4183,[3022],fruit for fruit salad
4184,4184,[3024],peanut butter with jelly
4185,4185,[3029],macaroni salad
4186,4186,[3030],fern plant
4187,4187,[3031],00580 - durum wheat grain (efsa foodex2)
4188,4188,[3033],08120 - truffles (efsa foodex2)
4189,4189,[3034],whole oats (raw)
4190,4190,[3035],plant food product
4191,4191,[3036],wilcannia lily plant
4192,4192,[3038],03190 - spelt rolled grains (efsa foodex2)
4193,4193,[3040],food object quality
4194,4194,[3041],coconut bar cookie (artificially sweetened)
4195,4195,[3042],armadillo meat (raw)
4196,4196,[3043],curry paste
4197,4197,[3044],cooking brandy
4198,4198,[3045],gila trout
4199,4199,[3046],frozen dessert (low sugar)
4200,4200,[3047],persian lime plant
4201,4201,[3048],vegetable-flavored beverage (noncarbonated)
4202,4202,[3049],reduced fat food
4203,4203,[3050],39060 - mushroom based dishes (efsa foodex2)
4204,4204,[3051],orange drink base (artificially colored)
4205,4205,[3053],swollenhead conger eel
4206,4206,[3055],milk dessert food product
4207,4207,[3056],30500 - soft candies and analogues (efsa foodex2)
4208,4208,[3057],cattle broth or stock food product
4209,4209,[3058],chocolate flavored confectionery coating; unstandardized
4210,4210,[3060],sausage stuffed with pearl barley
4211,4211,[3061],wood container
4212,4212,[3064],rat
4213,4213,[3065],tasselflower plant
4214,4214,[3067],argan plant
4215,4215,[3068],frozen yogurt mix
4216,4216,[3070],06020 - lima beans (with pods) (efsa foodex2)
4217,4217,[3072],lemonade concentrate (liquid)
4218,4218,[3076],17890 - arenga westerhoutii fruits (efsa foodex2)
4219,4219,[3079],goby flathead
4220,4220,[3081],packed in gelatin
4221,4221,[3084],pacific sandfish
4222,4222,[3085],wheat milling products
4223,4223,[3087],divided into pieces; thickness more than 1.5 cm.
4224,4224,[3092],cream toffee
4225,4225,[3093],fruit spirit drink
4226,4226,[3094],food hydrogenation proess
4227,4227,[3096],32190 - juice; multi-vegetable (efsa foodex2)
4228,4228,[3101],pea vine silage
4229,4229,[3102],white graham bread
4230,4230,[3104],32120 - juice; white cabbage (efsa foodex2)
4231,4231,[3106],31540 - blended frying oil/fats (efsa foodex2)
4232,4232,[3108],cove oyster (raw)
4233,4233,[3109],dainty-bird orchid plant
4234,4234,[3110],japanese sardinella
4235,4235,[3111],10130 - starchy root and tuber products (efsa foodex2)
4236,4236,[3113],00190 - canary grass grain (efsa foodex2)
4237,4237,[3114],42250 - carrot flavour (efsa foodex2)
4238,4238,[3117],tea plant twigs
4239,4239,[3118],oat cracker
4240,4240,[3119],texas persimmon plant
4241,4241,[3122],cellulose film
4242,4242,[3123],19310 - sheep; minced meat (efsa foodex2)
4243,4243,[3125],10000600 - processed cereal products variety packs (gs1 gpc)
4244,4244,[3127],sablefish family
4245,4245,[3131],woman as food consumer
4246,4246,[3132],food coating or covering process
4247,4247,[3133],sour half and half dressing
4248,4248,[3135],bushweed plant
4249,4249,[3136],ovine milk beverage
4250,4250,[3137],gluten noodle
4251,4251,[3138],pudding powder substitute
4252,4252,[3139],25070 - spiny and rock lobsters (efsa foodex2)
4253,4253,[3140],19490 - deer; red fresh meat (efsa foodex2)
4254,4254,[3141],11  margarine and lipids of mixed origin (efg)
4255,4255,[3142],peanut flour (partially defatted)
4256,4256,[3143],southwest plains food claim or use
4257,4257,[3144],cherry nectar beverage
4258,4258,[3146],stag chicken
4259,4259,[3147],german bread
